title;movie_id;tag
Despicable Me 4;519182;Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run. Steve Carell Kristen Wiig Will Ferrell Sofía Vergara Miranda Cosgrove Dana Gaier Madison Polan Pierre Coffin Chris Renaud Steve Coogan Stephen Colbert Chloe Fineman Joey King Laraine Newman John DiMaggio Tara Strong Romesh Ranganathan Brad Ableson Barbara Harris Eden Boulton JP Karliak Cathy Cavadini Arif S. Kinchen Will Collyer Jeremy Maxwell Abby Craden Ken Daurio Khary Payton John DeMita Aaron Fors Isaac Robinson-Smith Willow Geer Isa Hall Nisa Ward Aaron Hendry Andreana Weiner Colette Whitaker Chris Renaud Patrick Delage Chris Meledandri Brett Hoffman Pharrell Williams Heikki Kossi Tiffany Hillkurtz Helena Muzi Cohen Sandrine Lagareste Sean Lawrence Charlotte Reichenbach Reggie Umali Barbara Harris Mike White Ken Daurio Daniel Laurie Jeremy Bowker Jeremy Bowker Gary Rizzo Scott R. Lewis Marco Allard David Feiss Chris Allison Serguei Kouchnerov James Wootton Scott Cooper Chris Martin Bryan Cox Glenn McCoy Jim Craig Luis Zamora Pueyo Eric Favela Brad Ableson Guy Bar'ely Jim Benton Kartika Mediani Jeff Mednikow Brian Kesinger Jeffrey R. Ranjo Peter Rida Michail Heitor Pereira Robert Taylor Alexandra Skinazi-Francart Habib Louati Eric Guillon Carter Goodrich Philippe Tilikete Thomas Berkane Basile Heiderscheid Florent de La Taille Bruno Scheerens Jonathan Duret Antoine Trouillet Nicolas Faucheux Jim Sweeting Victor Pajot Josh Lieberman Jonathan Borland superhero villain sequel super villain aftercreditsstinger duringcreditsstinger calm illumination kids Animation Family Comedy Science Fiction
Heretic;1138194;Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse. Hugh Grant Sophie Thatcher Chloe East Topher Grace Elle Young Julie Lynn-Mortensen Haylie Hansen Elle McKinnon Hanna Huffman Anesha Bailey Miguel Castillo Stephanie Lavigne Wendy Gorling River Codack Carolyn Adair Philip Messina Hamish Purdy Liliane Bedford Scott Beck Betsy Heimann Justin Ludwig Bryan Woods Justin Li Monica Huppert Chung Chung-hoon Jeannie Chow Stacey Sher Jeanette Volturno Katie Aquino Kai Raka Julia Glausi Chris Bacon Crystal Remmey Janice MacIsaac Michael T. Ryan Richard Cowan Harry Griffin-Beale Chris Duesterdiek Natasha Duprey Kurtis Reeves Caitlin Groves Andy Levine Dean Goodine Snežana Savić Amanda Dawn Mitchell Bryan Woods Scott Beck Bryan Woods Scott Beck Carmen Cuba Jennifer Clarke Donavin Kuhl Crystal Mudry Cameron Crowe Steven Soderbergh David Lowery Michael Babcock Gareth Baird Aaron Becker Eddie Redmayne Fred Raskin Jonathan Baker Josh Baker Pietro Scalia Greg Kwedar Michael Davidovitch Serena Caine Chris Bridges Felix Fox Eugenio Battaglia Humberto Corte Emelie Qvick Kirsty Alice Graham Paul Hnatiw Edward Smith Taylor Javier Ivan Perez Chris Van Dyck Lauren Aspden Tyson Esau Sasha Proctor Sasha Proctor Charley Medigovich Heather McGowan Tiffany Mak faith affectation religion cat and mouse mormon missionary eccentric man women of faith foreboding frightened Horror Thriller
Heretic;1138194;Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse. Hugh Grant Sophie Thatcher Chloe East Topher Grace Elle Young Julie Lynn-Mortensen Haylie Hansen Elle McKinnon Hanna Huffman Anesha Bailey Miguel Castillo Stephanie Lavigne Wendy Gorling River Codack Carolyn Adair Philip Messina Hamish Purdy Liliane Bedford Scott Beck Betsy Heimann Justin Ludwig Bryan Woods Justin Li Monica Huppert Chung Chung-hoon Jeannie Chow Stacey Sher Jeanette Volturno Katie Aquino Kai Raka Julia Glausi Chris Bacon Crystal Remmey Janice MacIsaac Michael T. Ryan Richard Cowan Harry Griffin-Beale Chris Duesterdiek Natasha Duprey Kurtis Reeves Caitlin Groves Andy Levine Dean Goodine Snežana Savić Amanda Dawn Mitchell Bryan Woods Scott Beck Bryan Woods Scott Beck Carmen Cuba Jennifer Clarke Donavin Kuhl Crystal Mudry Cameron Crowe Steven Soderbergh David Lowery Michael Babcock Gareth Baird Aaron Becker Eddie Redmayne Fred Raskin Jonathan Baker Josh Baker Pietro Scalia Greg Kwedar Michael Davidovitch Serena Caine Chris Bridges Felix Fox Eugenio Battaglia Humberto Corte Emelie Qvick Kirsty Alice Graham Paul Hnatiw Edward Smith Taylor Javier Ivan Perez Chris Van Dyck Lauren Aspden Tyson Esau Sasha Proctor Sasha Proctor Charley Medigovich Heather McGowan Tiffany Mak faith affectation religion cat and mouse mormon missionary eccentric man women of faith foreboding frightened Horror Thriller
Ask Me What You Want;1252309;After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair. Gabriela Andrada Mario Ermito Celia Freijeiro David Solans Alba Ribas Joel Bosqued Alicia Bercan Anna Karinvinge Fernando Oyagüez Paco Tous Adriana Fornés Megan Maxwell Lucía Alemany Ivy Hesh Vivien Dakota Marina Martín Laguna spain based on novel or book woman director erotic romance Romance Drama
Absolution;974453;An aging ex-boxer gangster working as muscle for a Boston crime boss receives an upsetting diagnosis.  Despite a faltering memory, he attempts to rectify the sins of his past and reconnect with his estranged children. He is determined to leave a positive legacy for his grandson, but the criminal underworld isn’t done with him and won’t loosen their grip willingly. Liam Neeson Ron Perlman Yolonda Ross Frankie Shaw Daniel Diemer Javier Molina Jimmy Gonzales Josh Drennen Deanna Tarraza Terrence Pulliam Omar Moustafa Ghonim Tom Kemp Ryan Homchick William Xifaras Kris Eivers Ryan Caraway Ghia Truesdale Kayla Kohla Levon Panek Matthew Delamater Jermaine Brown Nicholas Delany Ilya Tsymbal Brian A. White Bryan Caraway Hans Petter Moland John Duddy Bruce Soscia Kate Avallone Rose Mallick Rosario Villaman Michael Giannone Elijah Akindolie Chanel Rose Connor Eve Costarelli Emelia Camille Harewood Ian Dylan Hunt Robert Loftus Casey McNeal Wes Meserve Kellen Raffaelo Tyler M. Rainey Brian Savage Marilyn Swick Hans Petter Moland Michael Besman Roger Birnbaum James Masciello Matthew Sidari Mitchell Zhang Monique Peoples Graham Craig Lindberg Kit Conners Colin Flaherty Daniel Lugo Justin Bliss Bree Dagdagan Lindsey Douglas Aaron Emery Brian Hakala Rob Haworth Jason Joubert Masha Kurenkov Lauren Mooney Michael A. Myles David T. Parsons Helen Eggleston Peabody Anthony Phelps Lauren Ashly Suchecki Santino Tartaglia Gisle Tveito Gisle Tveito Karoline Nilssen Brian Yuan Zhang Johan Bøgeberg Alex Albavera Kamy D. Bruder Sean Lyle Paul Marini Levon Panek Mark Vanselow Evan Aurelio Nolan Ball Thomas Bellotti Tomek Doroz Dean Egan Mike Henry Patrick Hines Jenna Hobgood Benjamin Tyler Knight Jonathan Kobs Sam Krueger Graham Tait Mason Joseph L. Melendez Micah Nusbaum Jason Platt Derek Raimo Mckenzie Raycroft Michael Spurling Darrell Temple Beau Turgeon Derek Whittington Matt Bouldry Anne Mulhall Leslie Wasserman Candace Masterson Marion O'Sullivan Anastasia Tsikhanava Tina Ulee Tom Barile Lasse Rosenquist Bækkel Andrew Hodgdon Katrina Cabral Enoch-Jude Danquah Mark Fitzgerald Jason Fritz Michael Judge Owen Mone Juan Sebastian Rossetti Pardo Michael Swanton Valerie Rose Bronte Jenna-Lee Carreiro Katie Dunn Tyler Fennyery Kelly Kreiser Courtney Nowobilski Liz Power Bill Wingate Tony Gayton Eric Gold Warren T. Goz Jamie Buckner Samuel Hall Mark Kimsey Michael J. Rothstein Tina Wang Jørgen Stangebye Larsen Ana Weiss Deborah Newhall Jared Detsikas Jamison Scott Goei David Becker Dino Jonsäter Elise Olavsen Richard Hicks Jennifer Engel Jamie Buckner Alex Peace Brian Yuan Zhang Kelly Doran Philip Øgaard Kaspar Kaae Frankie Ferrari Kayleigh Kane gangster Action Crime Thriller
Inside Out 2;1022789;Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone. Amy Poehler Maya Hawke Kensington Tallman Liza Lapira Tony Hale Lewis Black Phyllis Smith Ayo Edebiri Lilimar Grace Lu Sumayyah Nuriddin-Green Adèle Exarchopoulos Diane Lane Kyle MacLachlan Paul Walter Hauser Yvette Nicole Brown Ron Funches James Austin Johnson Yong Yea Steve Purcell Dave Goelz Kirk R. Thatcher Frank Oz Paula Pell June Squibb Pete Docter Paula Poundstone John Ratzenberger Sarayu Blue Flea Bobby Moynihan Kendall Coyne Schofield Kelsey Mann Mark Nielsen Pete Docter Jonas Rivera Dan Scanlon Dovi Anderson Michael Venturini Sudeep Rangaswamy Jonathan Pytko Jason Deamer Evan Bonifacio Maurissa Horwitz John Hoffman Adam Habib Andrea Datzman Stephen Urata Coya Elliott Natalie Lyon Ronnie del Carmen Kelsey Mann Kate Hansen-Birnbaum Michael Giacchino Dave Holstein Kevin Reher Meg LeFauve Meg LeFauve Kim Collins Heikki Kossi Matthew Yang King Mona Marshall Libi Rose Lori Alan Carlos Alazraqui Matt Lowe Paige Johnstone Amy L. Allen Bill Watral Ryan Heuett Charu Clark Annie Mueller John Bryant Kathryn Hendrickson Jessie Thiele Magdiela Hermida Duhamel Matt Walker Jeremy Slome Lexi Diamond Rebecca McVeigh Ren Klyce Ren Klyce Cheryl Nardi Jonathon Stevens David C. Hughes Dee Selby Lisa Chino Doug M. Thomas Shelley Roden Leff Lefferts Jon Null Josh Lowden sadness disgust sequel computer animation teenage girl fear anger envy nostalgic aftercreditsstinger duringcreditsstinger emotions embarrasment joy anxiety hopeful Animation Adventure Comedy Family
Nightbitch;728949;A woman, thrown into the stay-at-home routine of raising a toddler in the suburbs, slowly embraces the feral power deeply rooted in motherhood, as she becomes increasingly aware of the bizarre and undeniable signs that she may be turning into a dog. Amy Adams Scoot McNairy Arleigh Snowden Emmett Snowden Jessica Harper Zoë Chao Mary Holland Archana Rajan Nate Heller Darius De La Cruz Ella Thomas Stacey Swift Garrett C. Phillips Adrienne Rose White Michaela Baham Kerry O'Malley Roslyn Gentle Michael Andrew Baker Judith Moreland Caden Green Zarah Beverly Marielle Heller Marielle Heller Marielle Heller Anne Carey Christina Oh Sue Naegle Brandon Trost Anne McCabe Arjun Bhasin Douglas Aibel Rachel Yoder Markus Mentzer Megan Ellison Adam Paulsen Allison Rose Carter Howard Paar Karen Murphy Nate Heller Marielle Heller Sammy Scher Amy Adams Stacy O'Neil Rachel Yoder Jorjee Douglass Laine Trzinski Samantha Englender Jonas Spaccarotelli based on novel or book melancholy satire magic realism suburbanite motherhood horror comedy playful body horror Comedy Horror
Squid Game: Making Season 2;1412113;Get exclusive interviews with actors and directors about how season 2 of the world's most watched series was brought to life, from set design to character development. Hwang Dong-hyuk Lee Jung-jae Lee Byung-hun Chae Kyoung-sun Kim Ji-yong Gong Yoo Wi Ha-jun Yim Si-wan Lee Jin-uk Kang Ae-sim Jo Yu-ri Park Gyu-young Kang Ha-neul Yang Dong-geun Lee Seo-hwan making of Documentary
Apocalypse Z: The Beginning of the End;1118031;"When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers. Francisco Ortiz José María Yázpik Berta Vázquez Iria del Río Marta Poveda Amalia Gómez María Salgueiro Yuri Mykhaylychenko Ian Monclús Yaiza Macías Ana García Molero Iago Andrade Mohamed-Ali Boulabiar Sergey Grab Beka Lemonjava Niko Verona Oriol Ruiz Elena Seijo Ferran Herrera Joana Oliveira Thais Kauffmann Iván Ros Vanessa Buchaca Manuel Lourido Sergio Crespo Paloma Otero Arántzazu Ruiz Benjamín Montes Alberto Ladrón Monica McCollin Malcolm McCarthy Javier Oliveras Enric Fonteta Hicham Malayo Mou Ghazouan Manel Loureiro Albert Lesan Laura González Miquel Murga Francesc Galceran Jesús Lloveras Manel Loureiro Carles Torrens Ángel Agudo Adrián Guerra Núria Valls Elías M. Félix Edu Canet Balter Gallart Luis de la Madrid Federico Jusid Carlos Zaera Isaac Bonfill Marc Bech Brendan Golden Marc Orts Marian Coromina Anna Álvarez de Sardi Maribel Bernales Israel Mendoza Àlex Vilà Alejandro Gil Judith López Ricardo Rocca Oscar Valsecchi Irene Reig Iglesias Marieta Torrent Ignasi Moreno Víctor Cuadrado Rubén Gómez Ana Domínguez Quim Vives Manolo Fernández Valdés Xavi Izquierdo Thais Kauffmann Macarena Palomo Montse Soler Txarly Gómez Mireia Cusó Arnau Gassó Coll Berta Llargués Dani García Xavi Carrera Martí Maluquer Salva Castellarnau Pau Costa Pablo Perona Lucía Solana Guillermo Lorenzana Torns Carlos de Visa Iosu Martínez Joan Castan Jorge Alarcón Marc Gonell Daniel Miranda Quique Cañadas Federico Jusid Federico Jusid Gustavo Gini María Beltrán based on novel or book cat human animal relationship galicia, spain contagion spread zombie neighbor neighbor relationship zombie apocalypse traumatized man Drama Action Horror"
Sex Game 6969;936621;"Three married women had always been dissatisfied sexually with their husbands, and Hyoji, who recently divorced due to her husband's erectile dysfunction. They gathered after a long time and had a drink complaining to each other, and they received a business card from an unidentified handsome man, saying, ""Don't you want to play tteok pounding game?"" The four of them head to the meeting place and meet suspicious agents who were waiting for them. Woo Yeol So Jeong Lee Chae-dam Kim Soo-ji Yoo Jung Mongta softcore Comedy Drama Romance"
Miraculous World, London: At the Edge of Time;1147416;To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time. Who is this new supervillain, and why are they obsessed with exposing Marinette's secret superhero identity? Marinette's only hope is to defeat her new opponent to prevent the end of Ladybug and time itself! Annouck Hautbois Benjamin Bollen Marie Nonnenmacher Thierry Kazazian Adeline Chetail Clara Soares Martial Le Minoux Antoine Tomé Marie Chevalot Clara Soares Gilbert Levy Thomas Astruc Jeremy Zag Aton Soumache Sébastien Thibaudeau Hermeline Vincent Nakache Jeremy Zag Noam Kaniel Sylvain Goldberg Jeremy Zag Julien Jardon Vitaly Jardon Thomas Astruc Thomas Astruc Nathanael Bronn Sébastien Thibaudeau Nathanael Bronn Thomas Astruc Melanie Duval Sébastien Thibaudeau Manon Desveaux Joanna Celse Wilfried Pain Antoine Poirine Louise Reynaud Nicolas Reynaud Jacqueline Tordjan Maurice Marciano london, england superhero kids romantic لندن السفر عبر الزمن ميراكلوس بانيكس Animation Adventure Action Fantasy
Saturday Night's Main Event XXXVII;1397347;"Undisputed WWE Champion Cody Rhodes will go head-to-head with Kevin Owens as Saturday Night's Main Event returns to NBC. Plus World Tag Team Champion Finn Bálor will face ""The Ring General"" Gunther for the World Heavyweight Title. The Women's World Championship will be on the line when Liv Morgan defends her title against IYO SKY. Cody Rhodes Kevin Steen Chelsea Cardona Kimberly Benson Stephanie Hym Lee Walter Hahn Fergal Devitt Luis Martinez Gionna Daddio Masami Odate Rhea Ripley Andrew Galloway Rami Sebei Patrick Martin Josh Harter Austin White Matt Farrelly Jesse Ventura Matt Polinsky Michael Cole Paul Lévesque Lee Fitting Action"
Saturday Night's Main Event XXXVII;1397347;"Undisputed WWE Champion Cody Rhodes will go head-to-head with Kevin Owens as Saturday Night's Main Event returns to NBC. Plus World Tag Team Champion Finn Bálor will face ""The Ring General"" Gunther for the World Heavyweight Title. The Women's World Championship will be on the line when Liv Morgan defends her title against IYO SKY. Cody Rhodes Kevin Steen Chelsea Cardona Kimberly Benson Stephanie Hym Lee Walter Hahn Fergal Devitt Luis Martinez Gionna Daddio Masami Odate Rhea Ripley Andrew Galloway Rami Sebei Patrick Martin Josh Harter Austin White Matt Farrelly Jesse Ventura Matt Polinsky Michael Cole Paul Lévesque Lee Fitting Action"
Alien: Romulus;945961;While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe. Cailee Spaeny David Jonsson Archie Renaux Isabela Merced Spike Fearn Aileen Wu Rosie Ede Soma Simon Bence Okeke Viktor Orizu Robert Bobroczkyi Trevor Newlin Annemarie Griggs Daniel Betts Fede Álvarez Fede Álvarez Eric Barba Benjamin Wallfisch Jake Roberts Fede Álvarez Walter Hill Nelson Sepulveda Jhon Alvarado Igor Staritsin Fred Palacio Ale Melendez Umar Hussain Dan O'Bannon Ronald Shusett Rodo Sayagues Michael A. Pruss Brent O'Connor Elizabeth Cantillon Tom Moran Ridley Scott Galo Olivares Naaman Marshall Sydney Shircliff Mary Vernieu Zsuzsanna Sipos Balázs Bácskai Mark W. McCoy Tamás Péter Chipie Lee Cleary Roland Folkmayer Vera Janisch Enci Bognar Kinga Bácsi Paul Chadeisson Stephanie Clerkin Horvát Miklós Franciska Hutter Levente Kocsa Horvát Miklós Dane Hallett Peter Nightingale Miklós Tóth Andrea Kozma Annamária Dunai Annamária Dunai Carlos Rosario Pedro Luque Annemarie Griggs Mitch Paulson Nathan Burns David V. Butler Spencer Carson Smokey Cloud Tamás Csaba Albu-Bay Dorka Will Files Will Files Luis Galdames Lee Gilmore Lee Gilmore James Gregory Dan Kenyon Ken McGill James Miller Gábor Máté Mark Paterson John Raffaele III Jacob Riehle Ailene Roberts Lyndsey Schenk Chris Terhune Noel Vought Akos Badenszky Laura Breckner Andrea Kozma Viktoria Stieber Melanie Young Israfeel Ahamed Ranjani Brow Marton Dancz Mark Droter Sara Holms Ashley Lambert Zsolt Ferenc Maier Tatiana Melendez Veronika Varjasi Pablo Domínguez Berkan Halil Jessica Herbert-Smith Gillian Jonker Lizzie Osborne Helga Petro Mary Pike Kaitlyn Sandeman Silvia Stroppa Levente Sulyok Aurel Somlyody Monica Alberte Bence Erdélyi Tobias Frank Greg Hajdu Shira Hockman Jane Harwood Biljana Jovanovic Hazel Keane Dave Kellom John King Tibor Lázár Adam O'Neill Annamária Orosz Mary Pike Matt Sims Justin Warburton-Brown Richie Adams Josh Viers Matt Connors Daniel Macarin alien life-form sequel alien space alien contact alien monster alien encounter space capsule alien hostility ambiguous frightened Horror Science Fiction
